scorer,,,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen
individuals,,,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse
bodyparts,,,Snout,Snout,Left_forelimb,Left_forelimb,Right_forelimb,Right_forelimb,Top_body,Top_body,Left_hindlimb,Left_hindlimb,Right_hindlimb,Right_hindlimb,Bottom_body,Bottom_body,Tail_2base,Tail_2base,Tail_15,Tail_15,Tail_1,Tail_1,Tail_05,Tail_05,Tail_0,Tail_0
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,1_EAE_52dpicropped,img1492.png,343.63833473972943,1147.2252174748755,459.5606798669752,1135.0021130566965,380.7019416851753,1166.9399020203255,405.14815052153335,1144.8594553294215,533.687893757867,1080.1952900203455,610.1808697942129,1174.8257758385053,563.2599205760418,1127.9048266203342,631.8670227942077,1105.8243799294303,686.6738458305587,1092.8126881294336,739.1149067214559,1086.1096953839806,786.0358559396266,1105.4300862385217,814.0307079941655,1148.0138048566935
labeled-data,1_EAE_52dpicropped,img1965.png,104.11141751781241,311.7053246267727,101.87252233659483,443.8001403186105,64.7708307621319,370.55628367592084,92.59709944297907,376.9531270508282,142.1726355985113,490.81693912417995,45.90014280615499,579.0933776979022,80.44309703065497,507.76857406768465,113.06699824268274,582.9314837228463,133.85673921113178,633.7863885533601,145.37105728596507,694.5564006149804,129.05910667995124,744.4517789392581,90.99788859925224,776.4359958137951
labeled-data,1_EAE_52dpicropped,img2670.png,513.2901141642234,262.9782460730089,494.36401700059145,195.55402492757003,558.6338886187583,116.3009930548612,512.1072330914964,195.15973123666103,399.3392374915226,135.22709322671537,443.5001308733305,35.865083117647565,428.9112643096976,78.84309542672847,365.4299800733487,75.68874589945639,310.22886334608876,87.51755662672637,264.4907952006448,121.0325203539913,212.04973430974795,143.90155442671323,158.82008603703306,134.83279953580626
labeled-data,1_EAE_52dpicropped,img3861.png,1102.1264326305363,1153.8039345477298,1108.1564436565868,1083.5845846600173,1157.4121376433736,1107.5727473159202,1123.82870992511,1104.054483459721,1076.4920689507953,995.6279882550406,1175.64314126186,942.2143460745638,1143.9787665560682,992.1097243988414,1116.4723400439664,930.380185830985,1105.2778641378784,879.2054388317258,1098.5611785942258,824.8322701450131,1101.1199159441887,767.9004031515706,1126.387447275073,718.964551333529
labeled-data,1_EAE_52dpicropped,img5198.png,73.40531708334589,1058.9839518008564,122.18168128576566,1089.080006308732,102.20412786243416,1150.0504615617567,101.4257816251615,1103.3496873253976,218.95606345333258,1077.9237102411562,273.699748808176,1171.8441562053895,225.7017308430289,1126.9595231893336,290.04501187315446,1104.6469310541866,337.52413234678653,1087.5233138341882,392.52726644738755,1074.8103252920682,446.4926055649583,1076.1075690208559,497.085110987681,1099.198507393278
labeled-data,1_EAE_52dpicropped,img5306.png,46.47661849520796,1114.9516950451714,121.82093554486445,1088.0129448151265,103.93192172022533,1149.4669687774162,92.77759545309742,1126.3164802984716,217.7902331390443,1078.121372465032,274.1932414332005,1172.1965392840166,237.3629188530612,1126.737398270816,294.39729778339023,1103.5869097918714,339.2250618380741,1086.118813939577,395.417611146058,1074.12265172776,452.66245538490324,1073.2808157830711,499.59480930130945,1098.9568120960826
labeled-data,1_EAE_52dpicropped,img5496.png,159.36498272254482,724.6795555858095,119.4098758758818,795.5090631776212,67.26067797861386,745.1760065006561,118.11263214709406,759.1862387715639,161.70002143436275,888.3917141588249,45.466983334979474,893.5806890739761,89.05437262224821,877.4948668370077,99.69177119830785,949.6216181576073,114.73979845224588,1006.1814447327537,131.60396692648675,1061.9629250706273,149.76537912951537,1107.885353069714,170.261830044362,1163.9262821533453
labeled-data,1_EAE_52dpicropped,img5880.png,101.11004561336422,244.00804574064094,106.03957178275768,300.82732106154486,45.84746276700564,316.91314329851303,85.024223376396,297.7139361124542,141.3246012057848,461.1666301042173,53.37147639397465,515.131969221788,80.35414595276009,445.59970535876414,103.96398181669733,508.3863018320919,123.16318900275614,560.0166022378447,132.50334385002802,616.8358775587487,134.57893381608844,669.5039729475316,120.04980405366555,724.247658302375
labeled-data,1_EAE_52dpicropped,img6310.png,102.09216980739794,79.92771658778624,91.53737823880073,123.10640936841118,44.84042160197673,186.11531661124906,80.0230601639674,132.06199009328154,136.63512403189787,271.8330178350082,33.00626135839802,308.2950250719803,79.70321799522203,272.79254434124425,98.89374811994425,336.76098785112663,112.32711920724977,387.61589268164045,114.5660143884674,445.18748305580715,113.92633005097663,496.04238788632085,102.09216980739797,555.852873441705
