scorer,,,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen,Maureen
individuals,,,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse
bodyparts,,,Snout,Snout,Left_forelimb,Left_forelimb,Right_forelimb,Right_forelimb,Top_body,Top_body,Left_hindlimb,Left_hindlimb,Right_hindlimb,Right_hindlimb,Bottom_body,Bottom_body,Tail_2base,Tail_2base,Tail_15,Tail_15,Tail_1,Tail_1,Tail_05,Tail_05,Tail_0,Tail_0
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,1_EAE_52dpicropped,img1492.png,529.7757660570828,1768.6388769404332,708.4893814615867,1749.7949242957404,586.9154934313119,1799.0323489480018,624.6033987206972,1764.9916602995247,822.7688362100448,1665.301072114699,940.6955075994114,1811.1897377510288,868.3590442213979,1738.8532743730152,974.1283268077368,1704.8125857245384,1058.622178988778,1684.7528941995433,1139.468814528911,1674.41911371697,1211.8052779069242,1704.2047162843874,1254.9640081576717,1769.8546158207357
labeled-data,1_EAE_52dpicropped,img1965.png,160.50510200662745,480.54570879960795,157.05347193558367,684.1918829911912,99.85503075828666,571.2742706670446,142.7538616412594,581.1360708700267,219.1828132143716,756.6761144831107,70.76272015948894,892.7689572842658,124.01644125559307,782.8098850210138,174.31162229080255,898.6860374060547,206.36247295049483,977.0873490197635,224.11371331586278,1070.7744509480947,198.96612279825817,1147.6964925313562,140.28841159051385,1197.0054935462674
labeled-data,1_EAE_52dpicropped,img2670.png,791.322259336511,405.424796029222,762.1445262092451,301.4791217633371,861.227244953919,179.297364292911,789.4986510160569,300.87125232318573,615.647991132764,208.47510205785284,683.7293684297177,55.29200313970666,661.2381991441171,121.54977211620638,563.3712192797459,116.68681659499526,478.26949765855346,134.92289979953648,407.7566426009941,186.59180221240325,326.9100070608614,221.84822974118288,244.84763264042596,207.8672326177013
labeled-data,1_EAE_52dpicropped,img3861.png,1699.1115836387435,1778.7810657610833,1708.407850637238,1670.5262346841932,1784.343712200201,1707.5079854453768,1732.5692611345444,1702.0839953337365,1659.591939632476,1534.9264818931874,1812.4498427787007,1452.5804501982857,1763.6339317739385,1529.5024917815472,1721.2281909011149,1434.3361198227685,1703.970040545896,1355.4417181989106,1693.6151503327646,1271.616416473562,1697.5598704139577,1183.8464548586712,1736.5139812157377,1108.4036833058572
labeled-data,1_EAE_52dpicropped,img5198.png,113.16653050349157,1632.6002590263201,188.3634253155554,1678.998343059295,157.56469712125266,1772.994461574375,156.36474667212397,1700.9974346266545,337.55726449055436,1661.7990532884492,421.9537794126047,1806.5930741499753,347.95683504966956,1737.395931583556,447.1527266377798,1702.997352041871,520.3497040346292,1676.59844216104,605.1462024397224,1656.9992514919384,688.342766912644,1658.9991689071528,766.3395461060081,1694.5976988979703
labeled-data,1_EAE_52dpicropped,img5306.png,71.6514535134456,1718.8838631946392,187.80727563166602,1677.35328992332,160.2283793186807,1772.0949101985166,143.03212632352518,1736.4045737934769,335.7599427560266,1662.1037825502574,422.7145805428508,1807.136331396192,365.9344998984693,1737.053489000841,453.86250074939323,1701.3631525958017,522.9719703336975,1674.433171490181,609.6021505168394,1655.9390880802966,697.8546187183924,1654.6412576655678,770.2086643395187,1694.225085314794
labeled-data,1_EAE_52dpicropped,img5496.png,245.6876816972566,1117.2143148614562,184.0902253086511,1226.409805732166,103.69354521702968,1148.8130100218448,182.09030789343666,1170.412118106161,249.28753304464257,1369.6038926615217,70.09493264142668,1377.6035623223797,137.29215779263265,1352.8045863737202,153.69148059739126,1463.9999946596445,176.89052261387906,1551.1963939629952,202.88944901166707,1637.192842817217,230.88829282466952,1707.9899193158092,262.4869879850581,1794.386351653074
labeled-data,1_EAE_52dpicropped,img5880.png,155.87798698726982,376.1790705168214,163.47767316508475,463.77545330321493,70.68150509913369,488.5744292518743,131.07901103861047,458.97565150670016,217.87542685891825,710.9652214106683,82.28102610737758,794.1617858835899,123.87930834383846,686.9662124280947,160.2778053007417,783.7622153244749,189.8765830459157,863.3589284500106,204.27598843545985,950.9553112364042,207.475856299803,1032.1519582941112,185.07678124940105,1116.5484732161615
labeled-data,1_EAE_52dpicropped,img6310.png,157.39209511973849,123.22189640617044,141.1201247848178,189.78904777630055,69.12898330304745,286.9277797756756,123.36888441944973,203.59556806047567,210.64581621584256,419.0759024956376,50.88465292753028,475.28816365263634,122.87579440930062,420.5551725260849,152.46119501824737,519.1731896038202,173.17097544451005,597.574501217529,176.6226055155539,686.3307030443693,175.63642549525562,764.7320146580779,157.3920951197385,856.9398465559619
